MOD15A2H.A2020065.h10v09.006.2020330101713.Fpar_500m,MOD15A2H,A2020065,Lat-3.834436Lon-73.31897Samp17Line17,2020330101713,0.72,0.64,F,0.53,0.53,0.49,0.49,F,F,F,F,F,0.82,0.82,0.82,F,0.83,F,0.64,F,0.53,0.53,0.56,0.45,0.56,0.5,0.5,0.49,0.82,0.82,0.82,F,F,F,F,0.67,F,0.61,0.61,F,F,F,0.5,0.5,0.82,0.82,0.8,0.8,F,F,F,F,F,F,0.53,0.53,0.6,0.6,0.6,0.54,0.83,F,F,0.81,0.81,F,F,F,0.67,F,F,0.53,0.53,0.51,0.51,0.51,0.56,0.77,F,F,0.81,0.81,F,F,F,F,F,F,0.84,0.6,0.43,F,0.66,0.77,0.77,F,F,0.8,0.8,0.81,0.81,0.81,0.5,0.84,F,F,0.5,0.5,F,0.79,F,0.59,F,F,0.8,0.8,0.81,0.81,F,0.53,0.54,0.47,0.45,F,0.42,0.36,0.68,F,F,F,0.75,0.75,0.8,0.8,0.81,0.76,0.57,0.49,0.44,0.49,F,F,F,0.84,F,F,F,F,F,F,F,F,0.76,0.61,0.61,0.44,0.47,0.49,F,F,0.8,0.78,0.85,0.82,0.82,F,F,F,F,F,0.83,0.86,0.51,0.47,0.42,0.5,0.82,F,F,0.85,0.8,0.83,0.83,0.81,0.81,F,F,0.6,0.57,0.55,0.54,0.54,0.59,0.82,0.82,0.79,0.79,0.8,0.78,0.76,0.76,0.86,0.86,F,0.53,0.53,0.55,0.51,0.55,0.87,0.83,0.83,F,0.77,F,F,F,0.81,0.81,F,F,0.45,0.46,0.46,0.51,F,0.83,0.83,0.86,0.86,0.77,F,F,F,F,F,F,F,0.55,0.54,0.54,0.48,F,0.84,F,F,F,F,F,F,F,F,F,F,F,0.8,0.86,0.54,0.51,0.51,0.84,0.8,0.8,0.81,0.81,0.8,0.8,F,F,F,0.76,0.76,0.8,0.86,0.56,0.61,0.61,0.84,F,F,0.81,0.81,0.8,0.8,0.72,0.72,0.72,0.8,0.8
MOD15A2H.A2020073.h10v09.006.2020330192600.Fpar_500m,MOD15A2H,A2020073,Lat-3.834436Lon-73.31897Samp17Line17,2020330192600,F,0.05,F,0.19,0.18,0.18,0.18,F,F,F,F,F,F,F,F,F,F,F,F,F,0.25,0.25,0.18,0.18,0.14,0.14,0.14,0.13,F,F,F,F,F,F,F,F,F,0.22,0.3,F,F,F,0.22,0.17,F,F,F,F,F,F,F,F,F,F,0.24,0.24,0.24,0.24,0.24,0.22,F,F,F,F,F,F,F,F,F,F,F,0.09,0.34,0.34,0.34,0.27,0.27,F,F,F,F,F,F,F,F,F,F,F,F,0.09,0.23,F,F,F,F,F,F,F,F,F,F,F,0.45,F,F,F,0.12,0.23,F,F,F,F,F,F,F,F,F,F,F,0.09,0.18,0.18,0.18,F,0.12,0.15,F,F,F,F,F,F,F,F,F,F,0.09,0.09,F,0.1,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.09,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.09,0.12,F,F,F,F,F,F,F,F,F,F,F,F,0.14,0.14,0.09,0.09,F,F,F,F,0.9,0.9,F,F,F,F,F,F,F,0.24,0.17,0.17,0.09,F,F,F,F,0.9,0.9,F,F,F,F,F,F,F,0.19,0.24,0.21,0.21,F,F,F,F,F,F,F,F,F,F,0.81,0.81,0.81,0.19,0.19,F,0.18,F,F,0.9,0.9,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.9,0.9,F,F,F,F,F,F,F,F,F,F,F,0.14,0.14,0.14,F,0.9,0.9,F,F,F,0.85,0.85,0.85,F,F,F
MOD15A2H.A2020081.h10v09.006.2020331122940.Fpar_500m,MOD15A2H,A2020081,Lat-3.834436Lon-73.31897Samp17Line17,2020331122940,0.4,0.46,F,0.36,0.36,0.35,0.35,F,F,F,F,F,F,F,F,F,F,F,F,F,0.46,0.39,0.39,0.39,0.37,0.52,0.36,0.49,F,0.88,F,F,F,F,F,F,F,0.46,0.47,F,F,0.87,0.61,0.36,F,F,0.88,F,0.88,F,0.85,F,F,F,0.42,0.47,0.47,0.47,0.47,0.47,F,F,0.88,0.86,F,0.85,0.85,F,0.25,F,F,0.42,0.42,0.42,0.44,0.44,0.49,F,F,F,F,F,F,F,F,0.25,F,F,F,0.39,0.39,F,F,F,F,F,F,0.86,0.86,0.86,0.9,0.9,0.37,F,F,F,0.39,0.39,F,F,F,F,0.86,0.86,0.83,0.83,0.83,0.9,0.9,0.26,0.36,0.36,0.35,F,0.35,0.29,F,F,F,F,0.86,0.83,0.83,0.87,0.9,0.9,0.28,0.31,0.31,0.45,F,F,F,F,F,F,F,F,F,F,0.9,0.9,0.9,0.36,0.37,0.37,0.35,0.45,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.37,0.35,0.3,0.51,0.05,F,F,F,0.84,F,F,F,F,F,F,0.44,0.38,0.38,0.41,0.41,0.58,0.87,F,F,F,0.84,0.84,0.85,0.85,F,0.9,F,0.47,0.41,0.41,0.41,0.41,0.87,0.87,0.83,0.83,0.83,0.87,0.87,F,F,0.9,0.9,0.9,0.4,0.41,0.41,0.41,F,0.86,0.86,0.83,0.83,0.83,0.88,0.87,F,F,F,F,F,0.46,0.41,0.41,0.41,F,0.85,0.85,0.83,0.83,0.83,0.88,0.88,F,F,F,F,F,F,F,0.42,0.47,0.42,0.85,0.85,0.82,0.82,0.82,0.8,0.8,F,F,F,F,F,F,F,0.43,0.47,0.49,0.88,0.88,0.88,0.88,0.88,0.86,0.9,0.9,F,F,F,F
MOD15A2H.A2020089.h10v09.006.2020335054825.Fpar_500m,MOD15A2H,A2020089,Lat-3.834436Lon-73.31897Samp17Line17,2020335054825,0.77,0.77,F,0.18,0.14,0.14,0.19,F,F,F,F,F,F,F,F,F,F,F,F,F,0.34,0.34,0.34,0.2,0.19,0.19,0.14,0.23,F,F,F,F,F,F,F,F,F,0.32,0.34,F,F,F,0.33,0.3,F,F,F,F,F,F,F,F,F,F,0.18,0.18,0.33,0.33,0.33,0.33,F,F,F,F,F,F,F,F,F,F,F,0.31,0.18,0.18,0.17,0.17,0.04,F,F,F,F,F,F,F,F,F,F,F,F,0.18,0.17,F,F,F,F,F,F,F,F,F,F,F,0.34,F,F,F,0.18,0.18,F,F,F,F,F,F,F,F,F,F,F,0.29,0.32,0.32,0.32,F,0.18,0.43,F,F,F,F,F,F,F,F,F,F,0.29,0.26,0.26,0.26,F,F,F,F,F,F,F,F,F,F,0.9,0.9,0.9,0.36,0.26,0.26,0.26,F,F,F,F,F,F,F,F,F,F,0.9,0.9,0.9,F,F,0.32,0.17,0.21,0.17,F,F,F,F,F,F,F,F,F,F,0.9,0.32,0.32,0.32,0.17,0.17,0.17,F,F,F,F,F,F,F,F,F,F,F,F,F,0.51,0.51,F,F,F,F,F,F,F,0.9,0.9,F,F,F,F,0.54,0.51,F,0.51,F,F,F,F,F,F,F,0.9,0.9,0.9,F,F,F,F,F,F,0.47,F,F,F,F,F,F,F,F,0.9,0.9,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.9,0.9,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
MOD15A2H.A2020097.h10v09.006.2020332133722.Fpar_500m,MOD15A2H,A2020097,Lat-3.834436Lon-73.31897Samp17Line17,2020332133722,0.46,0.53,F,0.52,0.52,0.47,0.47,F,F,F,F,F,F,F,F,F,0.78,0.79,0.8,F,0.63,0.63,0.67,0.55,0.42,0.42,0.28,0.23,F,F,F,0.74,0.74,F,0.79,0.85,F,0.74,0.74,0.89,0.88,0.87,0.55,0.49,0.86,0.86,0.79,0.79,0.74,0.74,F,0.83,0.85,0.87,0.63,0.63,0.6,0.6,0.56,0.5,0.86,0.82,0.82,0.79,0.76,F,F,F,0.81,0.87,0.87,0.66,0.58,0.49,0.52,0.52,0.48,0.88,0.79,0.75,F,F,F,0.74,0.74,0.81,0.87,0.87,0.88,0.63,0.49,F,0.88,0.88,0.8,0.8,0.75,0.71,0.74,0.77,0.77,F,0.58,0.88,0.88,0.87,0.63,0.47,F,0.75,F,0.83,0.77,0.77,0.71,0.8,0.86,0.86,F,0.52,0.52,0.49,0.49,F,0.46,0.39,F,F,F,F,F,F,F,F,0.84,0.79,0.53,0.48,0.48,0.51,F,F,F,0.88,0.88,0.84,0.84,F,F,F,0.76,0.76,0.79,0.62,0.53,0.53,0.5,0.48,F,F,0.87,0.87,0.87,0.84,0.84,F,0.86,F,F,0.84,0.87,0.87,0.53,0.48,0.49,0.57,0.87,0.87,0.88,F,F,0.83,0.83,0.81,0.81,0.81,F,0.63,0.62,0.62,0.58,0.58,0.65,0.85,0.88,0.88,0.88,0.85,0.85,0.86,0.86,0.83,0.83,0.82,0.67,0.6,0.6,0.59,0.59,0.87,0.85,0.88,0.88,F,F,F,0.87,0.87,0.87,0.87,0.85,0.5,0.56,0.6,0.59,F,0.87,0.87,0.74,0.74,F,F,F,F,0.87,0.87,0.87,0.85,0.56,0.56,0.56,0.57,F,F,F,0.87,0.87,F,F,F,F,F,F,F,0.87,0.88,0.88,0.62,0.62,0.62,F,F,0.87,0.87,F,F,F,0.83,0.83,F,F,F,F,F,0.62,0.62,0.62,F,F,0.85,0.85,F,F,F,F,0.83,F,F,F
MOD15A2H.A2020105.h10v09.006.2020332144943.Fpar_500m,MOD15A2H,A2020105,Lat-3.834436Lon-73.31897Samp17Line17,2020332144943,0.84,0.84,F,0.53,0.39,0.4,0.47,F,F,F,F,F,0.87,0.89,0.89,0.89,0.89,0.87,0.89,F,0.35,0.52,0.52,0.41,0.47,0.46,0.45,0.46,0.9,0.9,0.89,0.89,0.89,0.9,0.88,0.88,F,0.63,0.52,0.87,0.87,0.87,0.46,0.46,0.84,0.84,0.9,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.39,0.43,0.43,0.43,0.42,0.42,0.84,0.86,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.9,0.44,0.38,0.38,0.43,0.42,0.42,0.84,0.86,0.86,0.86,0.84,0.84,0.89,0.89,0.77,0.77,0.77,0.77,0.38,0.38,F,F,F,F,0.89,0.89,0.89,0.8,0.89,0.89,0.89,0.4,0.88,0.88,0.88,0.31,0.31,F,0.74,F,F,0.89,0.89,0.89,0.8,0.8,0.89,0.89,0.5,0.4,0.4,0.45,F,0.48,0.42,0.74,F,F,0.88,0.89,0.89,0.9,0.9,0.9,0.9,0.5,0.4,0.4,0.45,F,F,F,0.83,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.89,0.89,0.41,0.56,0.56,0.56,0.49,F,F,0.9,0.9,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.87,0.56,0.56,0.47,0.49,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.52,0.57,0.57,0.46,0.52,0.52,0.84,0.9,0.9,0.9,0.89,0.89,0.9,0.9,0.89,0.89,0.89,0.52,0.52,0.46,0.46,0.52,0.85,F,F,0.9,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.89,0.55,0.46,0.46,0.46,F,0.87,0.84,F,0.88,0.88,0.89,0.89,0.9,0.9,0.9,0.9,0.89,0.55,0.52,0.52,0.52,F,0.84,0.84,F,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.87,0.88,0.52,0.53,0.53,0.9,0.9,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.87,0.89,0.48,0.54,0.51,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.9
MOD15A2H.A2020113.h10v09.006.2020333054532.Fpar_500m,MOD15A2H,A2020113,Lat-3.834436Lon-73.31897Samp17Line17,2020333054532,F,F,F,F,0.26,0.26,0.26,F,F,F,F,F,F,F,0.89,0.82,0.82,0.6,0.6,F,F,0.26,0.3,0.27,F,F,0.27,0.22,F,F,F,F,F,F,0.6,0.6,F,0.39,F,F,F,0.65,0.39,0.27,F,F,0.31,0.31,0.25,F,F,0.42,0.42,0.84,0.42,0.42,0.5,0.5,0.39,0.33,F,F,F,0.81,0.81,0.6,0.69,0.69,0.84,0.84,0.87,0.56,0.56,0.5,0.5,0.45,0.65,0.86,F,F,0.85,0.85,0.6,0.69,0.69,F,F,0.87,F,0.56,0.42,F,F,F,F,F,F,0.85,0.85,0.85,0.84,0.84,0.53,F,F,0.86,0.65,0.43,F,F,F,0.16,F,F,0.84,F,F,F,F,0.34,0.34,0.57,0.52,F,0.3,0.23,F,F,F,F,F,0.48,F,F,F,F,0.52,0.52,0.45,0.3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.32,0.37,0.38,0.38,F,F,0.75,F,F,0.7,0.7,F,F,F,F,F,F,F,0.58,0.48,0.44,0.57,0.86,0.86,F,F,F,F,F,0.85,0.85,0.68,0.68,F,0.71,0.71,0.68,0.68,0.73,0.88,F,F,F,F,0.85,0.85,0.64,0.64,0.54,0.54,0.69,0.63,0.63,0.65,0.68,0.88,0.88,F,F,F,F,F,F,F,F,F,F,0.46,0.52,0.52,0.59,F,0.89,0.86,0.86,F,F,F,F,F,F,F,0.73,F,0.65,0.62,0.62,0.53,F,0.87,F,F,F,F,F,F,F,F,F,F,F,0.88,0.88,0.73,0.68,0.58,0.87,F,F,F,F,F,F,F,F,F,F,F,0.88,0.88,0.73,0.68,0.68,0.88,F,F,F,F,F,F,F,F,F,F,F
MOD15A2H.A2020121.h10v09.006.2020333095126.Fpar_500m,MOD15A2H,A2020121,Lat-3.834436Lon-73.31897Samp17Line17,2020333095126,0.54,0.74,F,0.49,F,F,0.25,F,F,F,F,F,F,F,F,0.89,F,F,F,F,0.31,F,F,F,F,F,0.52,0.5,F,0.5,F,F,F,F,F,F,F,0.31,0.28,F,F,F,0.58,0.71,0.73,F,0.5,F,F,F,F,0.35,F,F,0.29,0.55,0.71,0.7,0.7,0.67,0.85,0.73,0.73,0.39,F,F,F,0.77,0.35,F,F,F,F,F,F,F,0.8,0.85,0.58,0.58,0.62,F,F,F,F,F,F,F,F,F,F,F,F,0.89,0.85,0.58,0.58,0.85,0.84,0.52,0.52,F,F,F,F,F,F,F,F,F,F,F,F,F,0.72,0.55,0.52,0.52,F,F,F,0.16,0.16,F,F,F,F,F,F,0.89,0.89,0.88,0.55,0.59,0.59,F,0.34,F,0.31,0.16,F,F,F,F,F,F,F,F,0.88,0.72,0.63,0.48,0.48,F,0.59,0.31,F,F,F,F,F,F,F,F,F,F,0.87,0.83,F,F,F,F,0.41,F,F,F,F,F,F,F,F,0.89,0.89,F,0.63,F,F,F,0.4,0.26,F,F,F,F,F,F,F,F,F,F,F,0.62,F,F,F,F,F,0.16,0.16,F,F,F,F,0.89,F,F,F,F,0.53,F,F,F,F,F,0.5,F,F,F,0.89,0.89,F,F,F,F,F,0.53,F,F,F,F,F,0.33,F,F,F,0.52,0.52,F,F,F,F,F,0.86,0.88,0.88,F,F,F,F,0.45,0.88,F,F,F,F,F,F,F,F,F,F,F,F,F,0.72,0.53,F,F,F,F,F,F,F,F,F,F,F,F,F
MOD15A2H.A2020129.h10v09.006.2020334143950.Fpar_500m,MOD15A2H,A2020129,Lat-3.834436Lon-73.31897Samp17Line17,2020334143950,0.72,0.73,F,0.68,0.61,0.59,0.59,F,F,F,F,F,F,0.85,F,0.45,0.89,0.88,0.88,F,0.77,0.73,0.6,0.53,F,F,0.59,0.57,0.88,F,0.89,0.51,0.9,0.9,0.88,0.88,F,0.77,0.83,0.88,0.88,F,0.58,0.51,F,0.89,F,0.89,0.89,0.34,F,0.88,0.88,0.86,0.75,0.8,0.75,0.74,0.74,0.72,0.64,F,F,F,0.89,0.89,0.9,0.89,0.89,0.81,0.88,0.68,0.7,0.67,0.6,0.8,0.8,0.9,0.9,0.89,0.89,0.89,0.9,0.9,0.9,0.89,0.89,0.9,F,0.8,0.59,F,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.9,0.9,F,0.57,0.88,0.89,0.89,0.69,0.52,F,0.86,F,0.81,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.69,0.69,0.69,0.54,F,0.48,0.46,0.86,F,F,0.81,0.89,0.9,0.9,0.9,0.9,0.9,0.68,0.68,0.55,0.6,F,F,F,F,0.87,0.89,0.9,F,0.89,0.89,0.89,0.89,0.9,0.7,0.76,0.76,0.56,0.64,F,F,0.89,0.89,F,F,F,0.85,F,0.9,0.9,F,0.89,0.88,0.81,0.69,0.46,0.71,0.87,0.9,0.9,0.89,F,F,0.85,F,0.89,0.89,0.9,0.85,0.82,0.82,0.79,0.51,0.7,0.89,0.9,0.9,0.9,0.84,0.84,0.88,0.89,F,0.9,0.9,0.74,0.61,0.64,0.79,0.74,0.89,0.88,0.9,0.9,0.89,0.85,0.84,F,F,F,F,F,0.69,0.61,0.65,0.64,F,F,0.89,0.9,0.9,0.9,0.85,0.9,0.87,F,F,F,F,0.79,F,0.65,0.44,F,0.9,F,F,0.9,0.9,0.89,F,F,F,F,F,F,0.88,F,0.47,0.82,0.82,0.9,F,F,F,0.87,0.89,0.88,0.88,F,F,F,F,0.88,F,0.71,0.72,0.72,0.89,F,F,F,F,0.9,0.9,0.65,0.65,F,0.89,F
MOD15A2H.A2020137.h10v09.006.2020335003442.Fpar_500m,MOD15A2H,A2020137,Lat-3.834436Lon-73.31897Samp17Line17,2020335003442,F,F,F,0.52,F,F,0.45,F,F,F,F,F,0.89,0.89,F,F,F,F,F,F,F,F,F,0.66,F,F,0.3,0.3,F,F,0.89,0.89,F,F,0.88,F,F,F,F,F,0.9,0.9,0.59,0.21,F,F,F,F,F,F,F,F,F,F,0.46,0.46,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.45,F,F,F,F,F,F,F,F,F,F,F,0.89,0.89,F,F,F,F,F,F,F,0.9,0.9,0.9,0.89,0.89,0.89,F,F,F,F,F,F,0.48,F,F,F,F,0.85,0.85,F,F,0.89,0.89,F,F,F,F,F,0.51,F,0.3,0.47,F,F,F,F,F,F,F,F,F,F,F,F,F,0.61,F,F,F,F,F,F,F,F,F,F,F,0.89,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.9,0.9,0.9,0.9,F,F,F,0.57,F,F,F,F,F,0.9,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.9,0.89,0.89,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.43,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.11,F,F,F,F,F,F,F,F,0.89,F,F,F,F,F,F,F,0.11,0.05,0.05,F,F,F,F,F,F,0.89,0.89,0.89,F,F,F,F,F,0.1,0.1,0.05,F,F,F,F,F,F,F,F,F,F,F,F
MOD15A2H.A2020145.h10v09.006.2020335092358.Fpar_500m,MOD15A2H,A2020145,Lat-3.834436Lon-73.31897Samp17Line17,2020335092358,F,F,F,0.31,0.26,0.29,0.29,F,F,F,F,F,F,F,F,F,F,F,F,F,0.3,0.3,0.3,0.36,0.38,0.42,0.38,0.39,F,F,F,F,F,F,F,F,F,F,0.3,F,F,F,0.34,0.42,F,F,F,F,F,F,F,F,F,F,0.05,0.05,0.05,0.05,F,0.4,F,F,F,F,F,F,F,F,F,F,F,0.26,0.05,0.05,0.32,F,0.4,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.34,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.26,F,0.26,0.26,F,0.3,0.26,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.26,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.2,F,F,F,F,F,F,F,F,F,F,F,F,0.3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.27,0.26,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.26,F,F,F,F,F,F,F,F,F,F,F,F,F,F
MOD15A2H.A2020153.h10v09.006.2020336021045.Fpar_500m,MOD15A2H,A2020153,Lat-3.834436Lon-73.31897Samp17Line17,2020336021045,0.88,0.64,F,0.51,0.52,0.52,0.79,F,F,F,F,F,0.88,0.86,0.89,F,0.88,F,F,F,0.42,0.4,0.38,0.63,0.43,0.34,0.21,0.53,0.89,0.85,0.86,F,F,0.87,F,F,F,0.56,0.68,F,0.9,F,0.61,0.61,0.89,0.89,F,F,0.89,0.89,0.9,0.88,0.89,0.89,0.71,0.74,0.37,0.86,0.84,0.73,0.89,0.89,0.89,0.81,0.84,0.89,0.88,0.9,0.88,0.89,0.89,0.64,0.74,0.64,0.63,0.74,0.94,0.89,0.89,0.89,0.89,0.88,0.88,F,0.9,0.88,0.87,F,F,0.3,0.63,F,0.44,0.88,0.89,F,0.89,0.89,0.88,0.89,F,0.9,0.69,F,0.69,F,F,0.59,F,0.83,F,0.26,F,0.8,0.8,0.88,0.72,0.9,0.9,0.69,0.6,0.6,0.52,F,0.59,0.45,0.89,F,F,0.9,0.89,0.71,0.9,0.9,0.55,0.55,F,F,0.37,0.65,F,F,F,0.75,0.66,0.21,F,0.9,F,F,0.89,F,F,F,F,F,0.61,0.61,F,F,0.88,0.9,F,F,0.87,F,F,F,F,F,F,F,F,0.54,0.54,0.72,0.9,0.9,0.9,0.88,F,0.82,0.9,0.89,F,0.9,0.9,0.73,0.45,F,F,0.71,0.66,0.9,0.9,0.89,0.87,F,0.82,0.82,0.9,F,0.9,0.9,0.66,0.36,0.35,0.48,0.48,F,F,0.9,0.89,F,F,0.89,F,0.9,0.9,0.9,0.9,0.5,0.55,0.56,0.48,F,F,0.89,0.89,0.89,0.89,0.88,0.88,0.88,0.89,0.9,0.9,0.9,0.7,0.51,0.41,0.49,F,F,0.42,0.89,0.87,0.88,0.88,0.89,0.9,0.89,F,0.9,0.9,0.89,0.82,0.56,0.82,0.61,0.42,0.42,0.89,0.88,0.88,0.89,0.89,0.9,0.9,F,0.9,0.9,F,F,0.42,0.52,0.61,0.88,0.88,F,0.88,0.88,F,0.05,0.89,F,0.7,0.89,0.89
MOD15A2H.A2020161.h10v09.006.2020336133858.Fpar_500m,MOD15A2H,A2020161,Lat-3.834436Lon-73.31897Samp17Line17,2020336133858,0.86,0.86,F,0.59,0.66,0.57,0.62,F,F,F,F,F,0.89,0.89,0.89,0.89,0.89,0.88,0.88,F,0.59,0.71,0.69,0.62,0.76,0.65,0.69,0.68,0.9,0.89,0.89,0.89,0.89,0.89,0.9,0.89,F,0.83,0.81,0.89,0.89,0.89,0.67,0.67,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.88,0.88,0.88,0.71,0.76,0.76,0.79,0.84,0.71,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.88,0.88,0.88,0.73,0.69,0.69,0.64,0.72,0.72,0.89,0.9,0.89,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.9,0.73,0.62,F,0.88,0.9,0.89,0.9,0.89,0.9,0.9,0.9,0.9,0.89,0.68,0.9,0.9,0.9,0.69,0.61,F,0.88,F,0.85,0.85,0.89,0.89,0.9,0.9,0.9,0.89,0.59,0.59,0.56,0.61,F,0.61,0.5,0.88,F,F,0.85,0.89,0.89,0.9,0.9,0.9,0.9,0.72,0.72,0.61,0.64,F,F,F,0.89,0.89,0.89,0.9,0.89,0.89,0.9,0.9,0.9,0.9,0.76,0.76,0.71,0.59,0.77,F,F,0.89,0.9,0.9,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.9,0.73,0.68,0.64,0.73,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.74,0.79,0.73,0.64,0.64,0.79,0.9,0.9,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.89,0.89,0.71,0.79,0.78,0.74,0.73,0.9,0.89,0.9,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.58,0.64,0.6,0.65,F,0.89,0.9,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.87,0.72,0.67,0.64,0.63,F,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.77,0.71,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.71,0.76,0.82,0.9,0.9,0.89,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.9,0.9
MOD15A2H.A2020169.h10v09.006.2020336202603.Fpar_500m,MOD15A2H,A2020169,Lat-3.834436Lon-73.31897Samp17Line17,2020336202603,0.76,0.76,F,0.59,0.59,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.65,0.59,F,0.61,0.52,0.52,0.61,0.59,F,F,F,F,F,0.9,F,F,F,0.65,F,F,F,F,0.67,0.52,0.89,0.89,0.89,F,F,F,0.91,F,0.88,0.88,0.66,0.77,0.77,0.73,0.72,0.72,0.91,0.89,0.89,0.89,F,F,F,0.9,F,F,F,0.39,0.39,0.45,0.55,0.72,0.72,F,0.9,0.9,0.89,F,F,F,F,F,F,F,F,0.46,0.48,F,0.9,0.9,0.89,0.89,0.89,0.9,F,F,F,F,0.56,F,F,F,0.46,0.46,F,0.86,F,0.88,0.9,0.9,0.89,F,F,F,0.88,0.42,F,F,F,F,0.43,0.36,0.86,F,F,0.9,0.89,0.89,0.89,0.9,0.9,F,F,F,F,F,F,F,F,0.88,0.88,0.85,0.9,0.9,0.9,0.9,0.89,0.89,0.9,0.3,0.43,0.52,0.47,0.44,F,F,0.88,F,0.85,0.9,0.89,0.89,0.9,0.9,0.9,0.9,F,0.91,0.56,0.56,0.46,0.52,F,0.89,0.9,0.9,F,F,F,F,0.9,0.9,0.89,F,F,F,F,0.55,0.59,0.86,0.89,F,F,F,0.89,0.89,0.9,0.91,0.89,0.9,F,F,F,F,F,0.89,0.89,0.89,0.89,0.89,0.88,0.9,0.9,0.9,0.9,F,0.9,0.59,0.59,F,F,F,F,0.9,0.89,0.9,0.9,0.88,0.9,0.88,0.9,0.9,0.9,0.9,0.62,0.62,F,0.57,F,0.91,0.91,0.9,0.9,0.89,F,F,F,0.87,0.9,0.88,0.88,0.9,0.91,F,F,F,0.9,0.9,0.9,0.89,0.91,F,F,F,F,0.9,0.89,0.89,0.9,0.91,F,F,0.48,0.9,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.9,0.87,0.89
